Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
Honeywell International Inc.,HON,HON,0.51,Industrials,NASDAQ 100,^NDX,United States,NMS,100,134331752448
Comcast Corporation,CMCSA,CMCSA,0.5,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,131201392640
Vertex Pharmaceuticals Incorpor,VRTX,VRTX,0.49,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,129144832000
"Applied Materials, Inc.",AMAT,AMAT,0.46,Technology,NASDAQ 100,^NDX,United States,NMS,100,121825525760
"Automatic Data Processing, Inc.",ADP,ADP,0.45,Technology,NASDAQ 100,^NDX,United States,NMS,100,118216368128
Arm Holdings plc,ARM,ARM,0.45,Technology,NASDAQ 100,^NDX,United Kingdom,NMS,100,118100705280
"Palo Alto Networks, Inc.",PANW,PANW,0.44,Technology,NASDAQ 100,^NDX,United States,NMS,100,116741472256
Starbucks Corporation,SBUX,SBUX,0.41,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,109094715392
"Micron Technology, Inc.",MU,MU,0.4,Technology,NASDAQ 100,^NDX,United States,NMS,100,105712443392
Intel Corporation,INTC,INTC,0.39,Technology,NASDAQ 100,^NDX,United States,NMS,100,102621003776
"Analog Devices, Inc.",ADI,ADI,0.38,Technology,NASDAQ 100,^NDX,United States,NMS,100,101079908352
"MercadoLibre, Inc.",MELI,MELI,0.38,Consumer Cyclical,NASDAQ 100,^NDX,Uruguay,NMS,100,100872617984
Lam Research Corporation,LRCX,LRCX,0.37,Technology,NASDAQ 100,^NDX,United States,NMS,100,96608256000
Applovin Corporation,APP,APP,0.35,Technology,NASDAQ 100,^NDX,United States,NMS,100,92468576256
KLA Corporation,KLAC,KLAC,0.34,Technology,NASDAQ 100,^NDX,United States,NMS,100,90562494464
"Mondelez International, Inc.",MDLZ,MDLZ,0.32,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,83678453760
"CrowdStrike Holdings, Inc.",CRWD,CRWD,0.31,Technology,NASDAQ 100,^NDX,United States,NMS,100,82425208832
Cintas Corporation,CTAS,CTAS,0.29,Industrials,NASDAQ 100,^NDX,United States,NMS,100,76907413504
"Airbnb, Inc.",ABNB,ABNB,0.28,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,74175569920
"DoorDash, Inc.",DASH,DASH,0.28,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,74898915328
"Regeneron Pharmaceuticals, Inc.",REGN,REGN,0.28,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,74407690240
"O'Reilly Automotive, Inc.",ORLY,ORLY,0.28,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,73852182528
"Fortinet, Inc.",FTNT,FTNT,0.27,Technology,NASDAQ 100,^NDX,United States,NMS,100,71837548544
MicroStrategy Incorporated,MSTR,MSTR,0.26,Technology,NASDAQ 100,^NDX,United States,NMS,100,68557910016
"Synopsys, Inc.",SNPS,SNPS,0.25,Technology,NASDAQ 100,^NDX,United States,NMS,100,66267037696
"Cadence Design Systems, Inc.",CDNS,CDNS,0.25,Technology,NASDAQ 100,^NDX,United States,NMS,100,66213527552
"PayPal Holdings, Inc.",PYPL,PYPL,0.25,Financial Services,NASDAQ 100,^NDX,United States,NMS,100,66190184448
Constellation Energy Corporatio,CEG,CEG,0.25,Utilities,NASDAQ 100,^NDX,United States,NMS,100,65657200640
Marriott International,MAR,MAR,0.25,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,65419665408
"Workday, Inc.",WDAY,WDAY,0.24,Technology,NASDAQ 100,^NDX,United States,NMS,100,63100518400
"Roper Technologies, Inc.",ROP,ROP,0.23,Technology,NASDAQ 100,^NDX,United States,NMS,100,60444868608
"Marvell Technology, Inc.",MRVL,MRVL,0.23,Technology,NASDAQ 100,^NDX,United States,NMS,100,59550564352
American Electric Power Company,AEP,AEP,0.21,Utilities,NASDAQ 100,^NDX,United States,NMS,100,55632052224
CSX Corporation,CSX,CSX,0.21,Industrials,NASDAQ 100,^NDX,United States,NMS,100,55190278144
"Charter Communications, Inc.",CHTR,CHTR,0.19,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,49028837376
Atlassian Corporation,TEAM,TEAM,0.21,Technology,NASDAQ 100,^NDX,Australia,NMS,100,54496002048
Monster Beverage Corporation,MNST,MNST,0.2,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,52881457152
"Autodesk, Inc.",ADSK,ADSK,0.2,Technology,NASDAQ 100,^NDX,United States,NMS,100,52596088832
"Paychex, Inc.",PAYX,PAYX,0.2,Technology,NASDAQ 100,^NDX,United States,NMS,100,51690643456
PACCAR Inc.,PCAR,PCAR,0.2,Industrials,NASDAQ 100,^NDX,United States,NMS,100,51651112960
NXP Semiconductors N.V.,NXPI,NXPI,0.19,Technology,NASDAQ 100,^NDX,Netherlands,NMS,100,50982694912
"Copart, Inc.",CPRT,CPRT,0.19,Industrials,NASDAQ 100,^NDX,United States,NMS,100,50526662656
Keurig Dr Pepper Inc.,KDP,KDP,0.17,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,44921991168
Exelon Corporation,EXC,EXC,0.17,Utilities,NASDAQ 100,^NDX,United States,NMS,100,43696914432
Fastenal Company,FAST,FAST,0.16,Industrials,NASDAQ 100,^NDX,United States,NMS,100,42257604608
"Diamondback Energy, Inc.",FANG,FANG,0.16,Energy,NASDAQ 100,^NDX,United States,NMS,100,42200498176
Baker Hughes Company,BKR,BKR,0.16,Energy,NASDAQ 100,^NDX,United States,NMS,100,41327276032
"Axon Enterprise, Inc.",AXON,AXON,0.16,Industrials,NASDAQ 100,^NDX,United States,NMS,100,40959750144
"Ross Stores, Inc.",ROST,ROST,0.15,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,40680247296
"Verisk Analytics, Inc.",VRSK,VRSK,0.15,Industrials,NASDAQ 100,^NDX,United States,NMS,100,40609902592
Xcel Energy Inc.,XEL,XEL,0.15,Utilities,NASDAQ 100,^NDX,United States,NMS,100,39451684864
lululemon athletica inc.,LULU,LULU,0.14,Consumer Cyclical,NASDAQ 100,^NDX,Canada,NMS,100,37714067456
Cognizant Technology Solutions ,CTSH,CTSH,0.15,Technology,NASDAQ 100,^NDX,United States,NMS,100,38748217344
Coca-Cola Europacific Partners ,CCEP,CCEP,0.14,Consumer Defensive,NASDAQ 100,^NDX,United Kingdom,NMS,100,37997809664
GE HealthCare Technologies Inc.,GEHC,GEHC,0.14,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,37246918656
The Kraft Heinz Company,KHC,KHC,0.14,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,36076748800
"Take-Two Interactive Software, ",TTWO,TTWO,0.14,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,35939880960
Electronic Arts Inc.,EA,EA,0.14,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,35892310016
"Old Dominion Freight Line, Inc.",ODFL,ODFL,0.13,Industrials,NASDAQ 100,^NDX,United States,NMS,100,34640580608
"Datadog, Inc.",DDOG,DDOG,0.13,Technology,NASDAQ 100,^NDX,United States,NMS,100,33823950848
"IDEXX Laboratories, Inc.",IDXX,IDXX,0.13,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,33042835456
"CoStar Group, Inc.",CSGP,CSGP,0.12,Real Estate,NASDAQ 100,^NDX,United States,NMS,100,31817801728
"Zscaler, Inc.",ZS,ZS,0.11,Technology,NASDAQ 100,^NDX,United States,NMS,100,29332764672
Microchip Technology Incorporat,MCHP,MCHP,0.11,Technology,NASDAQ 100,^NDX,United States,NMS,100,27907428352
"ANSYS, Inc.",ANSS,ANSS,0.11,Technology,NASDAQ 100,^NDX,United States,NMS,100,27834705920
"DexCom, Inc.",DXCM,DXCM,0.1,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,26760067072
"The Trade Desk, Inc.",TTD,TTD,0.1,Technology,NASDAQ 100,^NDX,United States,NGM,100,26729275392
"Warner Bros. Discovery, Inc. - ",WBD,WBD,0.09,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,24277575680
CDW Corporation,CDW,CDW,0.08,Technology,NASDAQ 100,^NDX,United States,NMS,100,21662441472
Biogen Inc.,BIIB,BIIB,0.08,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,20489572352
GlobalFoundries Inc.,GFS,GFS,0.08,Technology,NASDAQ 100,^NDX,United States,NMS,100,20188485632
ON Semiconductor Corporation,ON,ON,0.07,Technology,NASDAQ 100,^NDX,United States,NMS,100,17762895872
