Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
Xcel Energy Inc.,XEL,XEL,0.16,Utilities,NASDAQ 100,^NDX,United States,NMS,100,39006404608
Coca-Cola Europacific Partners ,CCEP,CCEP,0.18,Consumer Defensive,NASDAQ 100,^NDX,United Kingdom,NMS,100,41693655040
"Axon Enterprise, Inc.",AXON,AXON,0.16,Industrials,NASDAQ 100,^NDX,United States,NMS,100,38607863808
"Diamondback Energy, Inc.",FANG,FANG,0.15,Energy,NASDAQ 100,^NDX,United States,NMS,100,35708334080
The Kraft Heinz Company,KHC,KHC,0.15,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,35420114944
Electronic Arts Inc.,EA,EA,0.15,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,35272040448
Baker Hughes Company,BKR,BKR,0.15,Energy,NASDAQ 100,^NDX,United States,NMS,100,35068293120
"Take-Two Interactive Software, ",TTWO,TTWO,0.14,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,34342592512
Cognizant Technology Solutions ,CTSH,CTSH,0.14,Technology,NASDAQ 100,^NDX,United States,NMS,100,33999902720
lululemon athletica inc.,LULU,LULU,0.13,Consumer Cyclical,NASDAQ 100,^NDX,Canada,NMS,100,31811979264
"Old Dominion Freight Line, Inc.",ODFL,ODFL,0.14,Industrials,NASDAQ 100,^NDX,United States,NMS,100,32319590400
"IDEXX Laboratories, Inc.",IDXX,IDXX,0.13,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,31907485696
"CoStar Group, Inc.",CSGP,CSGP,0.13,Real Estate,NASDAQ 100,^NDX,United States,NMS,100,30628429824
"Datadog, Inc.",DDOG,DDOG,0.13,Technology,NASDAQ 100,^NDX,United States,NMS,100,30139238400
GE HealthCare Technologies Inc.,GEHC,GEHC,0.12,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,27671099392
"Zscaler, Inc.",ZS,ZS,0.11,Technology,NASDAQ 100,^NDX,United States,NMS,100,27025813504
"ANSYS, Inc.",ANSS,ANSS,0.11,Technology,NASDAQ 100,^NDX,United States,NMS,100,25142919168
"DexCom, Inc.",DXCM,DXCM,0.1,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,23459762176
"The Trade Desk, Inc.",TTD,TTD,0.1,Technology,NASDAQ 100,^NDX,United States,NGM,100,22939156480
"Warner Bros. Discovery, Inc. - ",WBD,WBD,0.08,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,19809912832
Microchip Technology Incorporat,MCHP,MCHP,0.08,Technology,NASDAQ 100,^NDX,United States,NMS,100,19479805952
CDW Corporation,CDW,CDW,0.08,Technology,NASDAQ 100,^NDX,United States,NMS,100,19143770112
Biogen Inc.,BIIB,BIIB,0.08,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,18001199104
GlobalFoundries Inc.,GFS,GFS,0.07,Technology,NASDAQ 100,^NDX,United States,NMS,100,17438877696
ON Semiconductor Corporation,ON,ON,0.06,Technology,NASDAQ 100,^NDX,United States,NMS,100,14223051776
